Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,state_abbr,lat,lon
"November 5, 2016",Florida,Fort Lauderdale (Lauderhill),3135 West Broward Boulevard,1,3,,FL,26.1217194,-80.18693979999999
"November 5, 2016",Texas,San Antonio,10726 Perrin Beitel Rd,0,4,,TX,29.5377032,-98.41049819999999
"November 5, 2016",South Carolina,Myrtle Beach,803 Main St,0,5,,SC,33.6935945,-78.8842844
"November 5, 2016",California,Oakland,420 14th Street,0,8,,CA,37.8042354,-122.2703069
"November 5, 2016",Illinois,Chicago,4800 block of North Winthrop,0,5,,IL,41.969431,-87.658036
"November 4, 2016",Pennsylvania,Philadelphia,5451 Springfield Ave,0,4,,PA,39.9399987,-75.2255151
"November 3, 2016",Illinois,Chicago,8000 block of S Shore Dr,2,2,,IL,41.7500569,-87.5482933
"November 3, 2016",New Jersey,Orange,234 Cleveland Street,2,2,,NJ,40.7785985,-74.22703469999999
"November 2, 2016",Arkansas,Little Rock,2111 Bragg Street,1,4,,AR,34.728036,-92.26598200000001
"November 1, 2016",Tennessee,Memphis,5200 block of Zodiac Rd,1,5,,TN,35.0057497,-89.959256
"October 31, 2016",Louisiana,Shreveport,700 Block of W 68th St,0,4,,LA,32.4437869,-93.7695669
"October 30, 2016",Ohio,Toledo,742 Junction Ave,0,4,,OH,41.6481091,-83.5768514
"October 30, 2016",New York,New York (Manhattan),135 Ridge Street,0,4,,NY,40.7195832,-73.9830138
"October 30, 2016",New York,Newburgh,119 First Street,2,5,,NY,41.5020104,-74.0104532
"October 30, 2016",Maryland,Capitol Heights,6860 Walker Mill Road,3,3,,MD,38.8717675,-76.8924201
"October 30, 2016",Texas,San Antonio,2900 block of Aspen Meadow,0,5,,TX,29.4646285,-98.60691299999999
"October 29, 2016",Ohio,Dayton,2010 Cornell Ridge Dr,1,3,,OH,39.7769607,-84.2515891
"October 29, 2016",California,Los Angeles,1600 block of Century Boulevard,0,5,,CA,33.9452798,-118.3048891
"October 29, 2016",California,Riverside,3500 block of Madison Street,0,4,,CA,33.9365942,-117.4055661
"October 28, 2016",Mississippi,Jackson,200 block of Lorenz Blvd,0,6,,MS,32.3336946,-90.1820414
"October 28, 2016",Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4,,FL,25.932212,-80.2448144
"October 27, 2016",Georgia,Jackson,600 block of Moccasin Gap Road,4,0,,GA,33.3840103,-83.9905366
"October 25, 2016",Ohio,Dayton,3300 block of Riverside Dr,1,3,,OH,39.7995186,-84.2076175
"October 25, 2016",Virginia,Roanoke,830 Campbell Avenue Southeast,2,3,,VA,37.2730757,-79.9309748
"October 23, 2016",Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,5,,OK,35.2546893,-101.6439006
"October 22, 2016",California,Oakland,77th and Bancroft Avenues,0,7,,CA,37.7640281,-122.1743935
"October 18, 2016",California,San Francisco,325 La Grande Ave,0,4,,CA,37.7194881,-122.425285
"October 17, 2016",Illinois,Chicago (Englewood),6700 block of South Winchester,1,4,,IL,41.7720619,-87.6725591
"October 15, 2016",Alabama,Mobile,1800 block of St Stephens Road,0,5,,AL,30.7029976,-88.0786828
"October 15, 2016",Illinois,Rockford,7801 East State St,1,5,,IL,42.2699348,-88.96278009999999
"October 15, 2016",California,Los Angeles,2918 Rimpau Blvd,4,11,,CA,34.027134,-118.3507829
"October 14, 2016",Illinois,Chicago,3300 block of W Maypole Ave,1,6,,IL,41.88387900000001,-87.7085187
"October 13, 2016",Illinois,Chicago,2700 block of West Lexington,0,4,,IL,41.872262,-87.69373
"October 9, 2016",Michigan,Grand Rapids,1850 28th Street SE,1,8,,MI,42.91211149999999,-85.62301
"October 9, 2016",California,Sacramento,1696 Arden Way,1,3,,CA,38.5979369,-121.4276274
"October 8, 2016",New York,Brooklyn,7301 3rd Ave,0,4,,NY,40.6327104,-74.0271053
"October 4, 2016",Louisiana,New Orleans,3727 Ulloa Street,3,2,,LA,29.9673972,-90.10182309999999
"October 3, 2016",Minnesota,Minneapolis,Fourth St and Hennepin Ave,0,4,,MN,44.9804419,-93.27134799999999
"October 2, 2016",Texas,San Antonio,2600 South Flores Street,1,4,,TX,29.3984415,-98.5042924
"October 1, 2016",Illinois,Pembroke Township,17250E Road,4,0,,IL,41.0321327,-87.5381426
"October 1, 2016",California,Fresno,3200 block of East Clay Avenue,0,4,,CA,36.7565753,-119.7710645
"September 29, 2016",California,San Francisco,400 block of Ellis St,1,3,,CA,37.7848875,-122.4128957
"September 26, 2016",North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,0,4,,NC,36.1144304,-80.245255
"September 26, 2016",Texas,Humble,21219 Grand Linden Ct,0,4,,TX,30.0216391,-95.3123538
"September 26, 2016",Texas,Houston,5450 Weslayan St,1,6,,TX,29.7235827,-95.4421156
"September 25, 2016",Illinois,Champaign,300 block of E. Green St,1,3,,IL,40.110245,-88.2353849
"September 24, 2016",Maryland,Baltimore,Greenmount Ave and Preston St,0,8,,MD,39.3048255,-76.6081873
"September 23, 2016",Washington,Burlington,201 Cascade Mall Dr,5,0,,WA,48.46217679999999,-122.3387595
"September 18, 2016",Pennsylvania,Philadelphia,3001 Castor Avenue,0,4,,PA,39.9854586,-75.08588999999999
"September 18, 2016",Pennsylvania,Pittsburgh,1700 block of Brighton Pl,0,4,,PA,40.4584021,-80.0170885
"September 18, 2016",Virginia,Lynchburg,421 Rivermont Ave,1,3,,VA,37.4215797,-79.1497806
"September 17, 2016",Florida,Miami,20582 SW 119th Ave,0,6,,FL,25.5755251,-80.3853718
"September 17, 2016",Florida,Orlando,3918 Columbia St,1,6,,FL,28.526767,-81.424421
"September 17, 2016",Indiana,Indianapolis,2016 West 76th Street,2,2,,IN,39.8908879,-86.19773099999999
"September 17, 2016",District of Columbia,Washington,2600 block of Birney Place SE,2,7,,,38.8583031,-76.99659550000001
"September 16, 2016",California,Los Angeles (Hollywood),555 N Heliotrope Dr,2,2,,CA,34.0806533,-118.295644
"September 16, 2016",Pennsylvania,Philadelphia,5100 block of Sansom St,2,5,,PA,39.9574785,-75.22340020000001
"September 14, 2016",Texas,Humble,16000 block of Saybrook,1,3,,TX,29.95855899999999,-95.3022945
"September 13, 2016",Indiana,Fort Wayne,1723 E Wayne St,3,2,,IN,41.08034079999999,-85.1149066
"September 11, 2016",Indiana,Fort Wayne,3006 Holton Avenue,3,1,,IN,41.0574142,-85.1187504
"September 11, 2016",Louisiana,New Orleans,2349 S Claiborne Ave,1,5,,LA,29.9446828,-90.091415
"September 11, 2016",Missouri,Kansas City,500 block of Westport Rd,0,6,,MO,39.0529277,-94.5917188
"September 11, 2016",Michigan,Saginaw,2207 Pierce Road,0,5,,MI,43.50688299999999,-83.959673
"September 11, 2016",North Carolina,New Bern,1100 block of Highway 70,0,5,,NC,35.057978,-77.0170073
"September 11, 2016",New Jersey,Jersey City,87 Van Wagenen Ave,1,3,,NJ,40.7332731,-74.07023199999999
"September 10, 2016",Florida,Miami,3451 Northwest 36 Street,1,3,,FL,25.8089317,-80.25223539999999
"September 8, 2016",Texas,Del Valle,8330 Linden Rd,4,0,,TX,30.1349639,-97.58900919999999
"September 8, 2016",Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,1,4,,AR,34.49885,-93.07547559999999
"September 5, 2016",Illinois,Chicago,2700 block of W Lexington Ave,2,3,,IL,41.872262,-87.69373
"September 5, 2016",Pennsylvania,Reading,600 block of Moss Street,0,4,,PA,40.3444895,-75.918871
"September 4, 2016",Virginia,Roanoke,1020 Orange Ave NE,1,10,,VA,37.2837937,-79.92274259999999
"September 3, 2016",North Carolina,Wilmington,600 block of North 30th St,1,3,,NC,34.2461318,-77.90693089999999
"September 3, 2016",Illinois,Chicago,100 block of North Seeley Avenue,0,4,,IL,41.97054910000001,-87.6804572
"August 30, 2016",Georgia,Atlanta,400 Merritts Avenue NE,0,4,,GA,33.7690479,-84.3745349
"August 30, 2016",Illinois,Chicago (Englewood),6800 block of South Ashland,0,4,,IL,41.7698662,-87.664355
"August 29, 2016",New Jersey,Egg Harbor City,907 White Horse Pike,1,5,,NJ,39.5265446,-74.6437487
"August 28, 2016",Texas,Lubbock,2200 block of 17th St,0,6,,TX,33.5798765,-101.8641012
"August 28, 2016",New York,Bronx,514 E 156th St,0,4,,NY,40.819209,-73.9112157
"August 28, 2016",Missouri,Saint Louis,S Grand Blvd and Montana St,2,2,,MO,38.5837653,-90.24473069999999
"August 28, 2016",Alabama,Dadeville,512 E Columbus St,0,5,,AL,32.829782,-85.75709169999999
"August 27, 2016",Alabama,Bessemer (Brighton),3810 7th Ave,1,6,,AL,33.4411578,-86.9504003
"August 27, 2016",Florida,Miami,1900 block of NW 83rd Terr,2,4,,FL,25.8505091,-80.2298004
"August 25, 2016",New Jersey,Bridgeton,Marion Street,0,5,,NJ,39.431824,-75.2289425
"August 21, 2016",Massachusetts,Boston,Westview and Stratton Street,0,4,,MA,42.2911132,-71.0887781
"August 21, 2016",Connecticut,Bridgeport,19 Plymouth St,0,13,,CT,41.198299,-73.17553459999999
"August 20, 2016",Connecticut,Hamden,903 Dixwell Ave,0,4,,CT,41.3377926,-72.9349372
"August 20, 2016",Washington,Tacoma,900 block of Pacific Avenue,0,5,,WA,47.255435,-122.439098
"August 20, 2016",Alabama,Citronelle,Jim Platt Road,5,0,,AL,31.049996,-88.308808
"August 18, 2016",Connecticut,Waterbury,402 E Main Street,0,4,,CT,41.5541466,-73.0339714
"August 17, 2016",California,Oakland,Mandela Parkway,0,4,,CA,37.8152684,-122.2900858
"August 14, 2016",Virginia,Norfolk,1600 block of Selden Avenue,0,4,,VA,36.8273668,-76.2677685
"August 14, 2016",Minnesota,Minneapolis,1717 Plymouth Ave N,0,5,,MN,44.9912473,-93.302672
"August 13, 2016",California,Los Angeles,6300 block of 11th Avenue,0,4,,CA,33.9827996,-118.3291371
"August 13, 2016",Wisconsin,Milwaukee,4001 West Fond Du Lac Ave,2,2,,WI,43.0795775,-87.9635538
"August 13, 2016",New York,Richmond Hill,Jamaica Ave and 105th St,0,4,,NY,40.6952276,-73.84199749999999
"August 13, 2016",Missouri,Joplin,1800 Connecticut Ave,0,4,,MO,37.0713043,-94.4942593
"August 12, 2016",Florida,Jacksonville,100 block of West 38th Street,1,3,,FL,30.3678083,-81.65485
"August 12, 2016",Texas,Dallas,10921 Estate Ln,1,3,,TX,32.8825255,-96.6968549
"August 11, 2016",Pennsylvania,Philadelphia,500 block of E Ashmead St,0,4,,PA,40.0372816,-75.16059179999999
"August 10, 2016",Illinois,Evanston,Foster Street and Jackson Avenue,0,4,,IL,42.0539235,-87.6928302
"August 10, 2016",California,Sacramento,4000 Green Tree Drive,1,3,,CA,38.49791640000001,-121.4598182
"August 8, 2016",Florida,Jacksonville,1214 Labelle St,0,7,,FL,30.3025396,-81.7322066
"August 8, 2016",New Mexico,Albuquerque,341 General Marshall Street NE,2,2,,NM,35.0798997,-106.5495453
"August 7, 2016",California,Los Angeles,5925 South Figueroa Street,1,3,,CA,33.98667470000001,-118.2829701
"August 7, 2016",Mississippi,Vicksburg,4460 Clay St,1,3,,MS,32.3436749,-90.8297042
"August 7, 2016",Colorado,Arvada,5400 block of Sheridan Boulevard,2,2,,CO,39.7927739,-105.0519058
"August 7, 2016",Illinois,Chicago,100 block of South Springfield,0,4,,IL,41.8797739,-87.72318469999999
"August 6, 2016",Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,5,0,,PA,40.3317859,-76.0242765
"August 5, 2016",Michigan,Pontiac,70 block of Thorpe Street,1,3,,MI,42.6377192,-83.31134469999999
"August 5, 2016",California,Perris,21600 block of Rider St,2,2,,CA,33.8303075,-117.2853662
"August 4, 2016",Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4,,TN,35.161441,-90.02766869999999
"August 3, 2016",Georgia,Decatur,4110 Glenwood Road,1,3,,GA,33.7382851,-84.2501252
"August 2, 2016",Florida,Hollywood (West Park),5700 block of Hallandale Beach Blvd,0,4,,FL,25.984201,-80.2003543
"August 1, 2016",Indiana,Evansville,South Bedford Avenue,0,4,,IN,37.964448,-87.54976599999999
"July 31, 2016",Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1,,FL,25.57761,-80.37891599999999
"July 31, 2016",Texas,Austin,208 E 6th St,1,4,,TX,30.2678607,-97.74096999999999
"July 30, 2016",Missouri,Saint Louis,5000 block of Kensington Ave,0,5,,MO,38.653869,-90.2631671
"July 30, 2016",Washington,Mukilteo,10009 Chennault Beach,3,1,,WA,47.9005474,-122.3233588
"July 30, 2016",Georgia,Townsend (Eulonia),14699 Highway 17,0,5,,GA,37.5555936,-76.6167574
"July 29, 2016",Georgia,Athens,Trail Creek St,0,7,,GA,33.9666517,-83.35867350000001
"July 28, 2016",New York,Elmira,303 College Ave,0,5,,NY,42.0896554,-76.8105769
"July 28, 2016",Maryland,Baltimore,Greenmount Avenue,0,4,,MD,39.3189114,-76.60946369999999
"July 28, 2016",Illinois,Chicago,800 block of West 50th Place,2,2,,IL,41.8024773,-87.64539789999999
"July 25, 2016",Florida,Fort Myers,3580 Evans Ave,2,19,,FL,26.6112179,-81.8606021
"July 24, 2016",Ohio,Hamilton,1555 Main St,1,7,,OH,39.428343,-84.59931189999999
"July 23, 2016",South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4,,SC,32.9256053,-80.0846833
"July 23, 2016",Ohio,Cincinnati,3400 block of Beekman St,2,2,,OH,39.1491147,-84.551194
"July 23, 2016",New York,Brooklyn,Fountain Avenue,0,4,,NY,40.6666661,-73.8717827
"July 23, 2016",Texas,Bastrop,202 Childers Drive,4,1,,TX,30.1028193,-97.32885069999999
"July 22, 2016",Illinois,Kankakee,300 block of North Wildwood Avenue,0,5,,IL,41.1219016,-87.8535311
"July 21, 2016",Illinois,Chicago,4400 block of South Leamington,0,5,,IL,41.812846,-87.752214
"July 20, 2016",California,Fresno,Hedges at Peach and Olive,0,4,,CA,36.757571,-119.7197672
"July 19, 2016",Arkansas,West Memphis,13th Street and Tyler Avenue,0,4,,AR,35.1437972,-90.1858007
"July 17, 2016",Texas,Houston,6610 Tidwell,1,3,,TX,29.8478847,-95.30298110000001
"July 17, 2016",Michigan,Detroit,Grand River and McGraw avenue,0,4,,MI,42.3533894,-83.1009443
"July 17, 2016",Louisiana,Baton Rouge,9611 Airline Hwy,4,3,,LA,30.4339145,-91.0815902
"July 16, 2016",Texas,Dallas,6300 block of Benavides Drive,0,5,,TX,32.7154355,-96.71409009999999
"July 16, 2016",Ohio,Cleveland,5000 block of Euclid Avenue,0,5,,OH,41.5033703,-81.6541652
"July 16, 2016",California,San Bernardino,1200 block of West 25th Street,0,4,,CA,34.1388558,-117.3102268
"July 16, 2016",California,Bakersfield,621 Stephens Drive,1,14,,CA,35.347847,-119.0359232
"July 16, 2016",Tennessee,Clarksville,1348 College Street,0,6,,TN,36.540861,-87.3363158
"July 15, 2016",Washington,Woodland,4006 NW 417th Street,3,1,,WA,45.9231023,-122.7124209
"July 14, 2016",Texas,Crosby,400 block of Pecan Avenue,3,1,,TX,29.8723599,-95.0662297
"July 14, 2016",California,Oakland,1600 block of 7th Street,0,4,,CA,37.8062786,-122.2982278
"July 14, 2016",Ohio,Akron,900 block of Moeller Avenue,1,3,,OH,41.0692133,-81.5449249
"July 13, 2016",Georgia,Warner Robins,105 Magnolia Avenue,0,5,,GA,32.643751,-83.61585699999999
"July 13, 2016",Missouri,Saint Louis,3000 block of Miami St,2,2,,MO,38.59048,-90.23440599999999
"July 11, 2016",Maryland,Baltimore,1800 block of W. North Avenue,0,5,,MD,39.3101362,-76.6465845
"July 11, 2016",Michigan,Jackson,500 block of Summit Avenue,0,4,,MI,42.2466072,-84.3880416
"July 11, 2016",District of Columbia,Washington,"5100 block of Call Pl., SE",0,4,,,38.8844719,-76.9283511
"July 11, 2016",Michigan,Saint Joseph,811 Port St,3,2,,MI,42.11007439999999,-86.477303
"July 7, 2016",Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4,,LA,30.468027,-91.1198515
"July 7, 2016",Texas,Dallas,800 Main St,5,9,,TX,32.7789837,-96.80466489999999
"July 7, 2016",Tennessee,Bristol,536 Volunteer Pkwy,1,4,,TN,36.5871763,-82.18610579999999
"July 5, 2016",California,Los Angeles,56th Street and Naomi Avenue,0,4,,CA,33.9920682,-118.2547014
"July 4, 2016",New York,Brooklyn,419 Chauncey St,0,7,,NY,40.6819584,-73.9176804
"July 4, 2016",Pennsylvania,Pittsburgh,Seventh  Ave and Liberty Ave,0,4,,PA,40.4431054,-79.9973626
"July 4, 2016",Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,,IL,41.7935899,-87.66821879999999
"July 4, 2016",Ohio,Cleveland,1400 block of W. 107 Street,0,4,,OH,41.4817352,-81.761476
"July 4, 2016",Texas,Houston,1300 block of Robin,3,2,,TX,29.7564928,-95.3806025
"July 4, 2016",Arizona,Phoenix,4000 block of West Southern Avenue,2,6,,AZ,33.3920573,-112.1457402
"July 3, 2016",Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3,,LA,32.50258180000001,-92.10706809999999
"July 3, 2016",Tennessee,Chattanooga,2300 block of Daisy Street,0,4,,TN,35.0656723,-85.2517302
"June 30, 2016",Illinois,Chicago,9500 block of South Loomis Street,1,4,,IL,41.7210951,-87.65790109999999
"June 29, 2016",Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,5,0,,NV,36.19577930000001,-115.2239542
"June 28, 2016",California,Los Angeles,13800 block of S Avalon Boulevard,1,3,,CA,33.9063989,-118.2652934
"June 28, 2016",Illinois,Chicago,1600 block of South Christiana,0,4,,IL,41.8590151,-87.7091071
"June 27, 2016",Oregon,Woodburn,13436 Killiam Loop NE,3,1,,OR,45.1478739,-122.7842785
"June 26, 2016",South Carolina,Bennettsville,Highway 38 N,0,4,,SC,34.6084346,-79.679436
"June 26, 2016",North Carolina,Charlotte,2240 Camp Greene St,0,5,,NC,35.2246218,-80.8849712
"June 26, 2016",Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4,,GA,33.7111206,-84.34941169999999
"June 26, 2016",Texas,Houston,6000 block of Elm Street,1,3,,TX,29.7127764,-95.48697890000001
"June 26, 2016",Texas,Corpus Christi,Baldwin Blvd  and Lamar,0,4,,TX,27.7741197,-97.4213592
"June 25, 2016",Texas,Fort Worth,2466 East Lancaster Avenue,2,5,,TX,32.74435450000001,-97.29164519999999
"June 25, 2016",Virginia,Norfolk,700 block of Craig Street,0,4,,VA,36.8282,-76.2786519
"June 25, 2016",Illinois,Chicago,1400 block of W. 114th Place,0,4,,IL,41.6860028,-87.6569173
"June 24, 2016",Kansas,Kansas City,N. 3rd and Walker,0,4,,KS,39.11553139999999,-94.62678729999999
"June 24, 2016",Connecticut,Hartford,Brook and Winter Street,0,5,,CT,41.7792046,-72.6830549
"June 24, 2016",Maryland,District Heights,3100 block of Orleans Ave,3,2,,MD,38.8465395,-76.87647679999999
"June 22, 2016",Washington,Olympia,500 block of Dutterow Road SE,3,1,,WA,47.0378741,-122.9006951
"June 22, 2016",Georgia,Dekalb (county),Lancashire Drive and Central Drive,1,4,,GA,33.81158120000001,-84.197513
"June 22, 2016",Illinois,Chicago,3100 block of West Warren,0,4,,IL,41.8821161,-87.7038054
"June 21, 2016",New Jersey,Willingboro,Mosshill Lane,0,4,,NJ,40.031049,-74.892399
"June 21, 2016",Kentucky,Louisville,2802 Rodman Street,2,2,,KY,38.2088656,-85.7701288
"June 19, 2016",Virginia,Roanoke,2328 Melrose Avenue,0,4,,VA,37.285884,-79.975037
"June 18, 2016",Virginia,Exmore,Fredrick Douglas Road,1,3,,VA,37.532512,-75.832151
"June 18, 2016",Georgia,Waycross,2625 Arnold Ct,2,2,,GA,31.22259099999999,-82.3752839
"June 18, 2016",Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4,,IL,41.7518868,-87.5540382
"June 14, 2016",Delaware,Wilmington,South Van Buren and Elm streets,0,4,,DE,39.7407805,-75.56456279999999
"June 14, 2016",California,Oakland,1301 Franklin Street,1,3,,CA,37.8034622,-122.2705004
"June 13, 2016",California,Fresno,East El Monte Way and Recreation Avenue,0,4,,CA,36.7349771,-119.7387116
"June 13, 2016",New York,Brooklyn,Avenue D and E. 57th,0,5,,NY,40.6427459,-73.9226193
"June 13, 2016",Illinois,Chicago,3200 block of West Congress,0,5,,IL,41.8749169,-87.7059695
"June 12, 2016",Florida,Orlando,1912 S Orange Avenue,50,53,,FL,28.5196118,-81.37684589999999
"June 11, 2016",New Mexico,Roswell,2300 block of Davis Ave,5,0,,NM,33.4198165,-104.5184652
"June 11, 2016",Minnesota,Webster,4000 block of Elmore Avenue,0,4,,MN,44.5297813,-93.3728498
"June 11, 2016",North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3,,NC,35.3242274,-80.7105361
"June 11, 2016",California,Stockton,Alvarado Avenue,1,3,,CA,37.9874266,-121.291158
"June 11, 2016",California,Panorama City,8500 block of Cedros Avenue,3,2,,CA,34.2247508,-118.4535746
"June 9, 2016",Florida,Fort Walton Beach,Landview Drive,0,4,,FL,30.462036,-86.648831
"June 8, 2016",District of Columbia,Washington,1300 North Capitol St NW,0,4,,,38.9075304,-77.0090988
"June 8, 2016",Massachusetts,Boston,66 Washington St,1,3,,MA,42.226527,-71.1863237
"June 6, 2016",California,Visalia,33 60 South Fairway Street,0,4,,CA,36.3004588,-119.3104233
"June 5, 2016",Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4,,MN,45.0276746,-93.2982641
"June 5, 2016",Florida,Cape Coral,2600 block of Skyline Boulevard S,3,3,,FL,26.6035305,-81.99094079999999
"June 5, 2016",Arizona,Phoenix,8152 N Black Canyon Hwy,2,4,,AZ,33.5564792,-112.1140293
"June 5, 2016",New York,Brooklyn,Mermaid Ave and 16th St.,0,4,,NY,40.5767364,-73.9837154
"June 4, 2016",Colorado,Denver,3600 block of Hudson Street,3,1,,CO,39.7674446,-104.9234444
"May 31, 2016",Illinois,Chicago,3300 block of West Huron Street,0,4,,IL,41.8936911,-87.70893509999999
