aggravated_assault,arson,burglary,homicide,larceny,motor_vehicle_theft,population,property_crime,rape_legacy,rape_revised,robbery,state_abbr,state_id,violent_crime,year
6708,,26927,192,125275,14722,5405947,166924,1142,,4444,WI,54,12486,2001
6134,,27926,154,123365,13458,5439692,164749,1237,,4713,WI,54,12238,2002
6322,,26546,183,118775,12363,5474290,157684,1202,,4397,WI,54,12104,2003
6191,,23854,154,111482,11374,5503533,146710,1136,,4067,WI,54,11548,2004
7471,,24448,206,110531,12577,5527644,147556,1135,,4555,WI,54,13367,2005
8937,,27038,165,115682,14028,5556506,156748,1233,,5564,WI,54,15899,2006
9438,,27890,185,117957,13458,5601640,159305,1227,,5480,WI,54,16330,2007
9070,,27459,146,116456,11541,5627967,155456,1128,,5163,WI,54,15507,2008
8482,,26813,146,111947,8932,5654774,147692,1118,,4904,WI,54,14650,2009
8305,676.0,26636,155,107993,8152,5691659,142781,1191,,4516,WI,54,14167,2010
8340,688.0,27167,138,104472,8273,5709843,139912,1190,,4600,WI,54,14268,2011
10165,731.0,27931,169,104619,8230,5724554,140780,1228,,4692,WI,54,16254,2012
7602,,31416,219,134623,18626,5123000,184665,1194,,5384,WI,54,14399,1995
10772,551.0,19498,232,82455,9958,5772917,111911,1979,2005.0,4707,WI,54,17716,2016
11869,587.0,17599,186,77735,9468,5795483,104802,0,2139.0,4345,WI,54,18539,2017
9826,553.0,21375,159,89255,9905,5759432,120535,1216,1677.0,5101,WI,54,16763,2014
10270,484.0,19602,240,83572,10997,5767891,114171,1324,1805.0,5234,WI,54,17549,2015
9285,654.0,24358,163,93946,7390,5742953,125694,1308,1836.0,4834,WI,54,16118,2013
4064,,44806,160,141880,12587,4720000,199273,758,,2857,WI,54,7839,1979
4403,,50524,136,154070,11479,4680917,216073,697,,3310,WI,54,8546,1980
4749,,50813,161,155892,10292,4739000,216997,745,,3249,WI,54,8904,1981
4856,,46564,148,147177,8706,4765000,202447,680,,3393,WI,54,9077,1982
4663,,41980,131,141434,9704,4751000,193118,861,,3415,WI,54,9070,1983
5293,,39755,117,138526,11203,4766000,189484,790,,3167,WI,54,9367,1984
5519,,37987,135,133349,10582,4775000,181918,875,,3351,WI,54,9880,1985
7746,,37464,149,134083,12145,4785000,183692,961,,3483,WI,54,12339,1986
7700,,40502,168,136058,11851,4807000,188411,954,,3192,WI,54,12014,1987
6047,,35423,144,134046,13076,4858000,182545,965,,3258,WI,54,10414,1988
6006,,35683,176,140040,16146,4867000,191869,993,,3659,WI,54,10834,1989
6196,,36755,225,144924,20373,4891769,202052,1013,,5514,WI,54,12948,1990
6330,,37241,239,148695,21624,4955000,207560,1259,,5895,WI,54,13723,1991
6276,,34645,218,146198,21605,5007000,202448,1315,,5997,WI,54,13806,1992
6116,,33400,222,139148,18375,5038000,190923,1269,,5714,WI,54,13321,1993
6590,,32824,227,135559,18321,5082000,186704,1192,,5739,WI,54,13748,1994
947,,3184,16,15408,669,481000,19261,140,,98,WY,56,1201,1996
986,,2998,17,15198,647,480000,18843,137,,85,WY,56,1225,1997
957,,2696,23,13759,669,481000,17124,133,,78,WY,56,1191,1998
893,,2349,11,12523,596,479602,15468,137,,74,WY,56,1115,1999
1074,,2078,12,12318,573,493782,14969,160,,70,WY,56,1316,2000
1026,,2481,9,12943,696,493754,16120,153,,84,WY,56,1272,2001
1108,,2448,15,13303,743,498830,16494,148,,93,WY,56,1364,2002
1080,,2611,14,13239,798,502111,16648,136,,84,WY,56,1314,2003
973,,2738,11,13352,799,505887,16889,112,,67,WY,56,1163,2004
958,,2426,14,12905,739,508798,16070,122,,78,WY,56,1172,2005
1071,,2322,13,12255,804,515004,15381,151,,72,WY,56,1307,2006
1067,,2365,21,11875,813,522830,15053,172,,84,WY,56,1344,2007
1046,,2198,12,11584,733,532668,14515,185,,87,WY,56,1330,2008
935,,2176,11,11310,757,544270,14243,172,,78,WY,56,1196,2009
870,71.0,2151,8,11126,592,564554,13869,162,,77,WY,56,1117,2010
1010,58.0,1864,18,10493,521,567356,12878,146,,71,WY,56,1245,2011
932,99.0,2125,14,10513,584,576626,13222,154,,61,WY,56,1161,2012
959,,2938,10,15774,805,480000,19517,165,,86,WY,56,1220,1995
1146,43.0,1771,20,8889,800,584910,11460,205,206.0,59,WY,56,1431,2016
1022,48.0,1593,15,8232,779,579315,10604,0,263.0,76,WY,56,1376,2017
1054,51.0,1762,16,8797,592,586555,11151,124,171.0,59,WY,56,1300,2015
917,45.0,1956,17,10275,578,583223,12809,144,204.0,74,WY,56,1212,2013
899,39.0,1689,16,9185,603,584304,11477,127,174.0,53,WY,56,1142,2014
1224,,3887,41,14607,1635,450000,20129,124,,190,WY,56,1579,1979
1470,,4238,29,15686,1619,468954,21543,134,,208,WY,56,1841,1980
1709,,4728,27,16972,1433,492000,23133,174,,206,WY,56,2116,1981
1173,,4432,46,16903,1254,502000,22589,136,,172,WY,56,1527,1982
926,,3626,30,14932,854,514000,19412,110,,153,WY,56,1219,1983
995,,3279,17,13518,785,511000,17582,107,,118,WY,56,1237,1984
1069,,3515,22,14732,883,509000,19130,114,,102,WY,56,1307,1985
1234,,4144,27,15606,855,507000,20605,111,,114,WY,56,1486,1986
1125,,3516,10,14171,679,490000,18366,154,,98,WY,56,1387,1987
1283,,3103,12,13432,671,471000,17206,113,,71,WY,56,1479,1988
991,,3001,21,13593,652,475000,17246,134,,81,WY,56,1227,1989
1139,,2862,22,14194,676,453588,17732,134,,72,WY,56,1367,1990
1214,,3184,15,14867,711,460000,18762,119,,79,WY,56,1427,1991
1225,,3127,17,16003,701,466000,19831,163,,84,WY,56,1489,1992
1087,,3023,16,14470,728,470000,18221,161,,81,WY,56,1345,1993
1042,,3097,16,15254,771,476000,19122,160,,79,WY,56,1297,1994
